County,Precinct_ID,Precinct_name,Black_Male_reg,Black_Male_voted,Black_Female_reg,Black_Female_voted,Black_unknown_reg,Black_unknown_voted,White_Male_reg,White_Male_voted,White_Female_reg,White_Female_voted,White_unknown_reg,White_unknown_voted,Asian_Male_reg,Asian_Male_voted,Asian_Female_reg,Asian_Female_voted,Asian_unknown_reg,Asian_unknown_voted,Hisp_Male_reg,Hisp_Male_voted,Hisp_Female_reg,Hisp_Female_voted,Hisp_unknown_reg,Hisp_unknown_voted,NAm_Male_reg,NAm_Male_voted,NAm_Female_reg,NAm_Female_voted,NAm_unknown_reg,NAm_unknown_voted,Other_Male_reg,Other_Male_voted,Other_Female_reg,Other_Female_voted,Other_unknown_reg,Other_unknown_voted,Unknown_Male_reg,Unknown_Male_voted,Unknown_Female_reg,Unknown_Female_voted,Unknown_unknown_reg,Unknown_unknown_voted,Total_reg,Total_voted
LOWNDES,3,northside,5482,1761,7861,3576,6,0,5882,3112,6774,3653,6,2,143,44,209,72,0,0,235,51,325,96,0,0,31,8,27,8,0,0,253,68,308,123,1,0,559,108,538,136,14,3,28654,12821
LOWNDES,4,naylor,156,86,196,139,0,0,377,239,391,263,1,1,1,0,0,0,0,0,10,3,6,1,0,0,1,1,0,0,0,0,11,5,7,4,0,0,28,8,19,6,0,0,1204,756
LOWNDES,5,rainwater,931,382,1133,603,1,0,3060,1831,3411,1986,2,1,73,29,68,20,1,0,96,40,104,42,0,0,12,1,16,5,0,0,73,33,95,46,0,0,205,72,181,65,2,1,9464,5157
LOWNDES,6,mildred,1354,454,2024,977,0,0,271,112,309,106,0,0,4,0,1,1,0,0,23,4,39,10,0,0,2,0,1,0,0,0,22,3,27,12,0,0,88,13,68,20,4,0,4237,1712
LOWNDES,7,clyattville,420,182,499,268,0,0,1496,808,1669,830,0,0,7,3,12,6,0,0,49,13,65,25,0,0,4,2,7,2,0,0,19,8,25,8,0,0,106,31,91,29,1,0,4470,2215
LOWNDES,8,dasher,165,79,201,140,0,0,1632,967,1676,1017,0,0,6,4,13,7,0,0,29,10,28,13,0,0,4,3,2,0,0,0,19,9,24,10,0,0,89,30,76,17,1,0,3965,2306
LOWNDES,9,s lowndes,191,70,306,139,0,0,1420,834,1672,989,1,0,8,5,13,8,0,0,40,10,32,14,0,0,3,2,1,0,0,0,26,14,23,8,0,0,94,28,84,26,1,1,3915,2148
LOWNDES,88888,88888,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
LOWNDES,99999,99999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ELBERT,189,elberton,627,255,1064,556,0,0,813,549,1068,686,0,0,11,2,9,2,0,0,24,6,17,5,0,0,0,0,3,2,0,0,7,3,8,4,0,0,88,30,83,35,1,0,3823,2135
ELBERT,190,longstreet,52,20,70,33,0,0,202,146,233,169,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,5,16,7,0,0,590,381
ELBERT,191,eliam,66,28,74,40,0,0,249,189,298,228,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,18,11,15,7,0,0,728,506
ELBERT,192,petersburg,8,4,15,11,0,0,151,96,158,109,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,3,6,2,1,1,352,231
ELBERT,193,wyche,115,61,160,114,0,0,372,264,404,295,0,0,0,0,0,0,0,0,4,3,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,3,11,4,0,0,1085,746
ELBERT,196,moss-ruckersville,31,17,34,28,0,0,154,105,177,108,0,0,0,0,0,0,0,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,7,11,2,0,0,434,271
ELBERT,197,pike,229,128,255,158,0,0,447,297,468,306,0,0,5,3,4,2,0,0,9,3,6,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,44,18,38,18,0,0,1508,938
ELBERT,199,gaines,5,3,8,5,0,0,232,159,241,159,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,13,6,18,5,0,0,527,341
ELBERT,201,goshen,84,39,104,55,0,0,576,373,646,419,0,0,1,0,5,4,1,1,7,4,5,3,0,0,0,0,1,1,0,0,2,0,2,1,0,0,49,18,33,13,1,1,1517,932
ELBERT,202,webbsboro,27,11,32,19,0,0,155,117,159,119,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,7,3,8,1,0,0,394,271
ELBERT,315,centerville,58,25,60,33,1,0,372,248,397,260,0,0,3,0,3,1,0,0,8,2,15,5,0,0,0,0,0,0,0,0,1,0,2,1,0,0,24,12,26,8,0,0,970,595
HANCOCK,1a,devereux fire station,160,99,193,138,1,0,247,163,244,154,0,0,1,0,0,0,0,0,4,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,34,15,31,18,0,0,919,590
HANCOCK,1b,st. mark,222,104,299,194,0,0,33,23,36,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,3,17,7,0,0,617,356
HANCOCK,2a,courthouse,333,157,413,260,1,0,80,55,83,56,0,0,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,22,3,21,10,0,0,962,546
HANCOCK,2b,second beulah,184,114,215,150,0,0,27,20,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,4,12,5,0,0,484,310
HANCOCK,3a,mayfield community ,133,64,168,101,0,0,20,14,19,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,5,1,0,0,356,196
HANCOCK,3b,power of god,267,115,337,229,0,0,39,28,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,3,1,0,0,15,2,8,6,0,0,721,418
HANCOCK,3c,warren chapel,46,26,45,36,0,0,84,58,76,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,2,0,0,267,182
HANCOCK,4a,youth center,346,179,429,283,0,0,79,54,71,54,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,17,3,20,9,0,0,968,583
HANCOCK,4b,second darrien,103,75,127,89,0,0,59,42,67,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,1,7,3,0,0,374,251
HANCOCK,4c,sparta 4c,53,29,58,43,0,0,20,12,12,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,1,0,153,99
HANCOCK,88888,88888,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
HANCOCK,99999,99999,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CATOOSA,88888,88888,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CATOOSA,99999,99999,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
CATOOSA,blck,blackstock,6,1,9,5,0,0,713,385,791,437,1,0,2,0,3,0,0,0,8,3,11,5,0,0,2,0,0,0,0,0,5,2,2,1,0,0,119,30,93,41,0,0,1765,910
CATOOSA,boyn,boynton,38,20,45,24,0,0,2225,1337,2555,1521,3,2,23,7,27,10,0,0,15,8,26,13,0,0,2,0,2,1,0,0,19,4,20,6,0,0,400,167,397,161,4,3,5801,3284
CATOOSA,cakt,catoosa keith,11,7,6,4,0,0,1033,619,1061,625,4,2,2,0,5,1,0,0,19,5,9,4,0,0,1,0,0,0,0,0,5,5,8,3,0,0,152,59,135,54,3,1,2454,1389
CATOOSA,cham,chambers,7,3,8,7,0,0,1007,705,1101,738,4,2,4,1,2,2,0,0,4,3,10,5,1,0,0,0,0,0,0,0,4,2,6,4,0,0,138,62,112,54,3,3,2411,1591
CATOOSA,ft o,ft oglethorpe,54,18,62,34,1,0,1435,789,1881,959,4,1,13,6,27,9,0,0,15,1,17,5,0,0,4,4,4,1,0,0,13,5,12,2,0,0,302,81,312,80,1,0,4157,1995
CATOOSA,gray,graysville,39,18,31,15,1,0,1617,910,1874,1035,3,2,14,5,16,9,0,0,10,5,22,8,0,0,1,0,2,1,0,0,11,3,17,8,0,0,326,127,312,123,4,1,4300,2270
CATOOSA,lake,lakeview,41,15,47,17,0,0,1256,600,1623,726,2,1,17,1,10,2,0,0,7,4,17,8,0,0,2,1,2,0,0,0,10,2,9,4,0,0,277,74,287,78,1,0,3608,1533
CATOOSA,pops,poplar springs,23,12,17,12,0,0,1567,954,1789,1064,5,2,2,1,2,0,0,0,14,9,15,7,0,0,2,0,3,2,0,0,12,7,6,0,0,0,243,93,298,123,1,0,3999,2286
CATOOSA,ring,ringgold,74,44,105,65,0,0,2724,1656,3261,1878,7,2,19,7,20,10,0,0,31,10,41,17,0,0,4,1,7,5,0,0,16,7,11,5,0,0,507,219,477,191,2,1,7306,4118
CATOOSA,west,westside,65,17,89,37,0,0,1914,998,2542,1341,6,3,21,3,18,4,0,0,24,9,38,14,0,0,4,2,1,0,0,0,20,3,16,5,0,0,505,161,499,184,2,0,5764,2781
CATOOSA,wood,woodstation,32,17,21,19,0,0,1149,706,1240,784,3,1,2,1,4,1,0,0,6,2,8,4,0,0,0,0,2,1,0,0,6,2,6,3,0,0,189,75,158,64,0,0,2826,1680
CALHOUN,1,leary,156,88,230,161,0,0,126,92,151,111,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,7,22,6,1,0,714,467
CALHOUN,2,morgan,83,46,101,64,1,1,205,147,220,152,0,0,2,2,4,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9,5,7,2,0,0,640,425
CALHOUN,3,edison,161,57,246,144,0,0,35,24,52,27,0,0,3,2,7,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,11,1,2,0,524,260
CALHOUN,4,edison-arlington,151,73,214,129,1,0,102,77,109,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,2,2,0,596,364
CALHOUN,5,arlington,212,109,271,160,0,0,73,53,94,64,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,15,6,0,0,686,395
WALKER,871,la fayette,136,60,170,99,0,0,2281,1204,2765,1372,3,1,19,9,21,9,0,0,16,7,17,6,0,0,3,1,7,3,0,0,18,6,25,6,0,0,430,126,397,123,2,1,6310,3033
WALKER,917,walnut grove,8,1,6,4,0,0,890,521,888,506,2,0,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,139,49,108,43,0,0,2054,1130
WALKER,944,rock spring,66,33,77,50,0,0,2411,1440,2735,1605,0,0,5,2,4,0,0,0,17,7,14,6,0,0,0,0,1,0,0,0,9,2,18,6,0,0,392,149,377,159,3,3,6129,3462
WALKER,953,armuchee valley,12,6,24,12,0,0,523,329,572,365,1,0,0,0,0,0,0,0,1,1,6,1,0,0,2,1,0,0,0,0,2,0,5,2,0,0,76,37,71,34,0,0,1295,788
WALKER,1161,mountain,1,0,0,0,0,0,468,272,483,299,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,0,0,0,0,3,1,0,0,90,48,82,43,1,1,1134,666
WALKER,1501,chattanooga valley,69,37,87,49,0,0,2377,1349,2753,1518,3,1,9,4,9,5,0,0,17,7,17,7,0,0,1,0,1,0,0,0,8,6,16,7,0,0,479,157,456,170,1,1,6303,3318
WALKER,1809,kensington,46,23,51,31,0,0,526,334,575,364,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,105,37,99,35,0,0,1409,828
WALKER,1812,rossville,95,27,183,52,0,0,2144,1022,2730,1190,3,2,5,3,11,3,0,0,24,11,26,8,0,0,3,2,5,4,0,0,12,3,23,11,0,0,528,125,529,153,3,1,6324,2617
WALKER,1818,chickamauga,71,27,89,42,0,0,2525,1489,3044,1754,2,1,9,5,9,6,0,0,8,4,13,5,0,0,3,1,1,0,0,0,14,9,10,4,0,0,475,170,388,141,0,0,6661,3658
WALKER,1851,fairyland,2,1,2,1,0,0,552,303,624,371,0,0,3,0,2,0,0,0,3,1,6,5,0,0,2,1,0,0,0,0,3,2,1,1,0,0,106,46,99,43,1,0,1406,775
WALKER,1893,fairview,58,25,60,25,0,0,1060,536,1306,570,3,1,2,1,2,2,0,0,10,2,12,5,0,0,2,1,3,2,0,0,7,1,11,4,0,0,202,52,240,74,0,0,2978,1301
WALKER,99999,99999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WALKER,dg,nan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MERIWETHER,1,chalybeate,22,14,25,14,0,0,170,119,190,136,1,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,1,1,3,2,0,0,13,5,9,4,0,0,438,298
MERIWETHER,2,gill i,128,47,257,137,0,0,464,298,603,353,0,0,5,0,5,2,0,0,5,1,7,3,0,0,0,0,1,0,0,0,4,1,8,3,0,0,50,20,39,12,2,0,1578,877
MERIWETHER,3,gill ii,292,155,427,274,0,0,80,45,117,70,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,28,8,21,7,0,0,974,566
MERIWETHER,4,7th-odessadale,52,30,45,33,0,0,78,54,96,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,7,1,6,5,0,0,288,193
MERIWETHER,5,8th-greenville,387,181,558,346,0,0,399,247,442,272,2,2,2,1,0,0,0,0,3,2,4,1,0,0,0,0,1,1,0,0,3,2,3,2,0,0,46,14,55,26,0,0,1905,1097
MERIWETHER,6,lone oak,222,122,273,187,0,0,304,195,291,180,0,0,0,0,1,0,0,0,2,1,5,4,0,0,0,0,0,0,0,0,1,0,3,2,0,0,36,15,41,17,0,0,1179,723
MERIWETHER,7,luthersville,391,185,495,299,1,0,710,425,712,424,0,0,1,0,1,1,0,0,4,1,13,5,0,0,3,1,3,1,0,0,7,5,4,4,0,0,146,41,108,41,0,0,2599,1433
MERIWETHER,8,upper 9th -alvaton,206,97,248,166,0,0,402,253,407,244,1,0,1,1,1,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,87,28,57,31,0,0,1417,821
MERIWETHER,9,middle 9th-gay,39,22,37,22,0,0,141,96,145,91,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,3,0,0,386,242
MERIWETHER,10,lower 9th-woodbury,257,132,339,235,0,0,287,196,339,226,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,45,18,42,22,0,0,1317,831
MERIWETHER,11,2nd-warm springs,121,58,156,92,0,0,370,249,449,305,0,0,2,2,4,2,0,0,3,1,2,1,0,0,0,0,1,0,0,0,2,2,7,5,0,0,30,7,26,11,0,0,1173,735
MERIWETHER,12,third-durand,91,35,125,72,1,0,190,128,228,154,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,19,7,24,9,0,0,685,407
MERIWETHER,13,raleigh,25,10,38,18,0,0,182,132,192,135,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,17,6,18,8,0,0,477,312
MERIWETHER,14,cove,1,0,4,0,0,0,97,73,92,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,5,2,5,1,0,0,207,146
BANKS,1,anderson,7,3,13,5,0,0,566,355,615,404,1,0,1,0,5,2,0,0,13,6,6,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,56,18,44,13,1,1,1332,809
BANKS,2,baldwin,7,2,2,1,0,0,322,222,354,238,0,0,6,2,3,1,0,0,14,5,10,4,0,0,1,0,1,0,0,0,1,1,3,2,0,0,32,15,26,13,0,0,782,506
BANKS,3,berlin,3,2,3,2,0,0,149,95,154,104,0,0,4,0,3,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,12,5,10,6,0,0,344,218
BANKS,4,bushville,11,1,11,4,0,0,299,185,310,194,0,0,3,1,6,1,0,0,11,5,9,2,0,0,1,0,1,0,0,0,4,1,3,1,0,0,31,7,30,5,0,0,730,407
BANKS,5,columbia,1,0,1,1,0,0,163,121,152,115,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,3,1,1,336,244
BANKS,6,davids,43,19,37,19,0,0,663,395,699,435,1,0,16,3,16,4,0,0,12,2,11,3,0,0,0,0,2,0,0,0,2,2,8,5,0,0,98,29,72,26,0,1,1680,943
BANKS,7,golden hill,5,2,3,0,0,0,361,216,387,237,1,1,0,0,0,0,0,0,18,5,20,5,0,0,0,0,1,1,0,0,4,2,4,1,0,0,43,5,24,5,0,0,871,480
BANKS,8,grove river,1,1,0,0,0,0,241,149,226,156,0,0,1,0,0,0,0,0,4,3,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,10,18,6,0,0,527,327
BANKS,9,hollingsworth,6,2,1,0,0,0,277,200,282,183,1,0,4,2,4,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,4,29,10,0,0,627,404
BANKS,10,homer,16,8,11,8,1,0,565,357,631,377,0,0,2,0,2,1,0,0,8,4,7,4,0,0,0,0,1,0,0,0,5,2,2,1,0,0,63,25,43,17,1,0,1358,804
BANKS,11,poplar springs,16,6,9,5,0,0,667,444,685,432,0,0,5,2,6,2,0,0,6,2,10,4,0,0,0,0,0,0,0,0,1,1,3,3,0,0,82,24,56,25,1,1,1547,951
BANKS,12,washington,8,2,1,1,0,0,288,193,290,196,1,0,2,0,0,0,0,0,2,1,4,1,0,0,0,0,2,0,0,0,1,0,2,1,0,0,22,4,20,6,0,0,643,405
BANKS,13,wilmonts,3,1,3,1,0,0,238,164,254,173,1,1,0,0,3,0,0,0,11,8,5,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,20,5,20,9,0,0,561,367
BANKS,88888,88888,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
FANNIN,88888,88888,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
FANNIN,colw,colwell,1,0,2,1,0,0,479,322,493,349,0,0,0,0,1,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,1,1,3,1,0,0,30,17,26,15,1,0,1043,710
FANNIN,fair,fairplay,0,0,0,0,0,0,504,271,530,295,0,0,2,2,4,3,0,0,3,0,2,1,0,0,1,0,1,0,0,0,3,1,1,1,0,0,44,24,31,12,0,0,1126,610
FANNIN,flin,flinthill,0,0,3,1,0,0,1229,733,1474,831,2,0,0,0,3,1,0,0,9,1,11,6,0,0,3,0,2,1,0,0,2,1,2,1,0,0,63,21,72,39,1,0,2876,1636
FANNIN,hemp,hemptown,4,0,1,0,0,0,550,341,591,362,0,0,3,0,2,0,0,0,2,1,4,1,0,0,0,0,1,0,0,0,6,4,3,1,0,0,36,12,38,19,2,1,1243,742
FANNIN,hoth,hothouse,1,1,2,0,0,0,521,326,566,347,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,28,13,30,13,0,0,1155,703
FANNIN,mine,mineral bluff,1,0,1,1,0,0,754,474,793,491,0,0,0,0,2,2,0,0,7,4,2,2,0,0,4,3,3,2,0,0,1,0,3,2,0,0,50,24,55,23,1,1,1677,1029
FANNIN,mobi,mobile,0,0,0,0,0,0,444,269,527,311,0,0,1,0,2,0,0,0,3,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,15,22,9,0,0,1034,609
FANNIN,morg,morganton,2,2,4,1,0,0,824,527,889,584,0,0,1,1,6,6,0,0,7,3,3,1,0,0,4,1,3,2,0,0,8,6,4,2,0,0,56,25,46,21,0,0,1857,1182
FANNIN,noon,noontootla,1,1,0,0,0,0,385,266,355,256,0,0,1,0,1,0,0,0,3,1,3,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,31,22,29,22,0,0,812,570
FANNIN,sken,skeniah,0,0,0,0,0,0,156,121,132,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,2,0,0,301,217
FANNIN,sugc,sugar creek,2,0,1,0,0,0,969,606,1078,676,4,3,1,1,8,5,0,0,5,2,9,6,0,0,2,2,1,1,0,0,2,2,3,2,0,0,61,32,67,28,0,0,2213,1366
FANNIN,tocc,toccoa,2,0,5,2,0,0,1365,808,1659,944,2,1,4,1,6,4,0,0,16,7,9,6,0,0,2,0,5,2,0,0,7,2,7,5,0,0,103,47,87,44,0,0,3279,1873
LINCOLN,1-a,midway,58,33,71,45,0,0,177,117,181,115,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,4,2,0,0,0,0,22,7,27,12,1,0,546,334
LINCOLN,1-b,lincoln club house,203,96,283,183,0,0,135,98,138,102,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,9,21,10,0,0,800,498
LINCOLN,2,lincoln center,125,70,165,105,0,0,502,364,574,414,0,0,6,2,4,3,0,0,1,0,3,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,37,15,35,11,0,0,1455,987
LINCOLN,3-a,faith temple of linc,62,34,81,60,0,0,145,94,157,105,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,19,10,19,9,0,0,490,315
LINCOLN,3-b,tabernacle,167,101,214,160,0,0,258,180,262,174,0,0,0,0,1,1,0,0,2,2,3,3,0,0,2,0,1,0,0,0,0,0,2,0,0,0,40,16,38,23,0,0,990,660
LINCOLN,4-a,bethany church,29,19,23,16,0,0,247,166,233,147,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,6,19,11,0,0,577,366
LINCOLN,4-b,martins crossroad,66,34,82,61,0,0,466,336,471,339,1,1,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,52,30,33,16,0,0,1181,818
LINCOLN,88888,88888,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
TATTNALL,1,cobbtown,39,11,46,27,0,0,281,179,302,178,0,0,0,0,0,0,0,0,10,2,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,38,13,1,0,766,424
TATTNALL,10,shiloh,79,31,103,55,0,0,267,141,349,152,2,1,0,0,2,1,0,0,36,8,51,11,0,0,0,0,1,0,0,0,6,1,10,4,0,0,90,12,79,13,0,0,1075,430
TATTNALL,3,collins,106,48,134,88,1,0,467,317,524,347,0,0,0,0,2,1,0,0,14,4,15,4,0,0,1,1,1,0,0,0,2,1,5,2,0,0,76,13,58,16,0,0,1406,842
TATTNALL,4,manassas,31,20,31,26,0,0,78,61,79,55,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3,11,3,0,0,246,168
TATTNALL,5,district ii,242,121,366,203,1,1,634,401,801,506,0,0,5,5,4,3,0,0,23,4,32,12,0,0,2,0,2,1,0,0,9,3,11,5,0,0,129,24,124,27,3,0,2388,1316
TATTNALL,7,east glennville,126,52,164,86,1,0,803,536,991,663,4,3,5,1,9,3,0,0,22,9,37,12,0,0,0,0,0,0,0,0,8,2,4,2,0,0,124,33,97,22,3,1,2398,1425
TATTNALL,8,district iv,269,110,397,219,2,1,698,506,776,535,1,1,3,2,3,3,0,0,25,7,28,9,1,0,1,1,2,2,0,0,7,3,3,2,0,0,115,23,98,29,0,0,2429,1453
TATTNALL,9,district v,59,27,45,22,0,0,403,262,432,271,0,0,0,0,2,1,0,0,9,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,8,52,16,0,0,1071,609
SUMTER,15,leslie,242,129,307,195,0,0,494,342,518,377,0,0,2,1,2,0,0,0,10,2,11,4,0,0,0,0,1,1,0,0,3,2,9,5,0,0,25,6,26,11,0,0,1650,1075
SUMTER,17,thomson,129,61,193,104,0,0,162,102,184,115,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,19,6,15,0,0,0,714,390
SUMTER,28,chambliss,137,92,153,107,0,0,275,220,272,211,0,0,3,1,4,1,0,0,5,1,9,2,0,0,0,0,0,0,0,0,4,2,2,1,0,0,14,7,11,5,0,0,889,650
SUMTER,29,andersonville,40,21,46,28,0,0,168,119,155,106,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,2,10,3,0,0,435,283
SUMTER,88888,88888,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
SUMTER,c1-27,rees park,806,321,1356,724,1,0,277,170,343,221,0,0,12,5,10,3,0,0,11,2,29,9,0,0,0,0,0,0,0,0,8,5,5,2,0,0,48,13,51,19,2,0,2959,1494
SUMTER,c2-27,gsw conf center,404,160,573,292,1,1,770,510,1032,673,2,2,12,5,12,5,0,0,19,6,18,9,0,0,1,0,0,0,0,0,9,5,14,4,0,0,57,23,71,35,0,0,2995,1730
SUMTER,c3-27,rec dept,802,358,1396,791,3,0,249,162,254,164,0,0,9,6,10,4,0,0,6,2,6,0,0,0,1,0,1,1,0,0,5,0,2,1,0,0,42,12,41,14,0,0,2827,1515
SUMTER,e-27,airport,305,174,402,297,0,0,429,331,473,373,0,0,11,8,9,4,0,0,13,6,17,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,33,7,18,9,0,0,1715,1213
SUMTER,n-26,concord,14,8,16,6,0,0,152,123,171,126,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,1,0,0,373,269
SUMTER,o-26,plains,178,85,262,170,0,0,246,175,280,210,0,0,0,0,1,1,0,0,5,4,7,3,0,0,1,1,0,0,0,0,2,2,2,1,0,0,21,8,17,9,0,0,1022,669
