County,Precinct_ID,Precinct_name,Black_Male_reg,Black_Male_voted,Black_Female_reg,Black_Female_voted,Black_unknown_reg,Black_unknown_voted,White_Male_reg,White_Male_voted,White_Female_reg,White_Female_voted,White_unknown_reg,White_unknown_voted,Asian_Male_reg,Asian_Male_voted,Asian_Female_reg,Asian_Female_voted,Asian_unknown_reg,Asian_unknown_voted,Hisp_Male_reg,Hisp_Male_voted,Hisp_Female_reg,Hisp_Female_voted,Hisp_unknown_reg,Hisp_unknown_voted,NAm_Male_reg,NAm_Male_voted,NAm_Female_reg,NAm_Female_voted,NAm_unknown_reg,NAm_unknown_voted,Other_Male_reg,Other_Male_voted,Other_Female_reg,Other_Female_voted,Other_unknown_reg,Other_unknown_voted,Unknown_Male_reg,Unknown_Male_voted,Unknown_Female_reg,Unknown_Female_voted,Unknown_unknown_reg,Unknown_unknown_voted,Total_reg,Total_voted
CLAYTON,jb07,jonesboro 7,847,419,1206,732,1,0,220,147,248,164,2,1,57,26,50,24,0,0,56,28,49,25,0,0,2,1,0,0,0,0,35,12,31,17,0,0,145,57,167,80,2,1,3118,1734
CLAYTON,jb08,jonesboro 8,1147,407,1822,916,2,1,176,34,196,46,0,0,27,3,27,4,1,0,83,27,102,30,0,0,4,2,4,0,0,0,37,17,52,23,0,0,239,45,236,63,4,1,4159,1619
CLAYTON,jb09,jonesboro 9,428,125,563,273,2,1,149,56,159,57,1,1,14,4,15,1,0,0,61,11,66,21,0,0,1,1,1,0,0,0,18,0,17,8,1,0,98,15,96,21,1,0,1691,595
CLAYTON,jb10,jonesboro 10,1014,320,1512,727,2,0,145,48,186,78,0,0,18,6,17,4,0,0,52,20,64,29,0,0,2,0,2,1,0,0,31,8,32,13,0,0,145,32,181,58,5,2,3408,1346
CLAYTON,jb11,jonesboro 11,1030,529,1343,920,4,1,337,211,363,218,0,0,50,16,59,29,0,0,63,26,62,32,1,0,3,0,0,0,0,0,27,17,38,25,1,0,166,68,177,84,1,1,3725,2177
CLAYTON,jb12,jonesboro 12,1006,440,1350,754,2,1,78,39,86,37,0,0,22,2,13,6,0,0,32,13,46,20,0,0,2,0,3,2,0,0,25,7,33,16,0,0,155,38,145,59,5,1,3003,1435
CLAYTON,jb13,jonesboro 13,600,347,801,544,2,2,108,68,122,74,0,0,10,2,10,2,0,0,15,6,28,9,0,0,1,0,2,0,0,0,17,5,19,11,0,0,99,44,116,58,0,0,1950,1172
CLAYTON,jb14,jonesboro 14,1024,635,1238,882,3,2,546,361,601,415,0,0,49,12,55,13,0,0,58,34,59,31,0,0,2,0,2,0,0,0,37,21,39,29,1,0,181,85,205,113,3,1,4103,2634
CLAYTON,jb15,jonesboro 15,866,263,1387,584,5,0,106,53,132,64,0,0,13,5,13,4,0,0,46,13,65,21,2,0,2,0,2,0,0,0,21,2,42,21,0,0,179,31,184,57,5,0,3070,1118
CLAYTON,jb16,jonesboro 16,736,318,1030,574,4,2,110,44,145,61,0,0,23,5,18,3,0,0,40,10,61,23,1,1,2,0,1,0,0,0,14,5,18,11,0,0,139,35,129,54,3,0,2474,1146
CLAYTON,jb17,jonesboro 17,1596,631,2227,1237,5,1,116,50,162,81,0,0,17,7,22,6,1,0,61,29,66,31,0,0,4,0,2,0,0,0,33,14,59,27,1,0,227,60,265,91,11,2,4875,2267
CLAYTON,jb18,jonesboro 18,1040,418,1369,801,3,0,142,86,172,100,0,0,41,11,45,8,0,0,39,11,51,17,1,0,4,2,2,0,0,0,29,8,37,14,0,0,148,40,168,63,4,1,3295,1580
CLAYTON,lc1,lake city,888,332,1309,635,3,0,139,49,193,84,0,0,44,11,48,20,1,1,56,21,50,24,1,0,1,0,1,0,0,0,24,8,45,18,0,0,133,32,168,66,6,0,3110,1301
CLAYTON,lj1,lovejoy 1,1234,655,1565,1028,1,0,228,125,268,132,0,0,16,3,26,9,0,0,52,11,65,31,0,0,3,2,3,1,0,0,27,8,38,20,0,0,161,57,183,82,7,2,3877,2166
CLAYTON,lj2,lovejoy 2,977,425,1330,730,4,1,175,76,194,94,1,0,9,4,16,8,0,0,61,22,71,23,0,0,2,1,2,2,0,0,21,12,31,17,0,0,186,58,186,82,7,1,3273,1556
CLAYTON,lj3,lovejoy 3,2019,916,2930,1790,10,5,432,221,465,253,0,0,30,5,39,11,0,0,101,36,133,52,0,0,5,1,2,1,0,0,46,15,66,35,0,0,371,123,428,187,8,3,7085,3654
CLAYTON,lj4,lovejoy 4,1338,676,1755,1152,6,1,134,78,164,89,0,0,15,5,14,5,1,1,48,15,67,33,0,0,3,1,2,0,0,0,29,13,41,16,0,0,195,77,211,113,4,1,4027,2276
CLAYTON,lj5,lovejoy 5,986,450,1364,817,7,3,130,59,165,60,0,0,11,2,13,3,0,0,67,19,75,35,1,0,1,1,1,1,0,0,10,3,33,14,0,0,187,64,187,78,1,0,3239,1609
CLAYTON,mo1,morrow 1,992,390,1318,750,4,2,138,68,177,70,0,0,32,14,32,10,0,0,55,14,76,30,1,1,2,0,2,1,0,0,22,6,23,9,1,0,172,36,178,70,0,0,3225,1471
CLAYTON,mo2,morrow 2,359,154,471,266,1,1,207,118,253,155,0,0,183,68,179,63,1,0,46,20,49,27,1,1,5,2,8,4,0,0,19,7,22,10,0,0,102,34,108,43,3,2,2017,975
CLAYTON,mo3,morrow 3,1302,570,1780,1019,1,1,178,93,236,124,0,0,250,92,221,66,0,0,46,18,66,41,0,0,4,3,6,2,0,0,34,11,48,25,0,0,253,74,252,77,3,1,4680,2217
CLAYTON,mo4,morrow 4,533,207,682,369,0,0,161,93,177,101,0,0,74,18,53,20,2,1,57,12,55,23,0,0,1,0,3,3,0,0,16,3,23,12,0,0,101,29,100,39,2,0,2040,930
CLAYTON,mo5,morrow 5,1581,870,2043,1416,3,1,290,179,347,202,1,0,65,25,64,16,2,1,60,22,62,34,0,0,4,1,5,1,0,0,35,12,33,21,0,0,229,81,264,124,2,0,5090,3006
CLAYTON,mo6,morrow 6,817,375,1125,709,3,1,204,106,238,130,0,0,34,11,34,10,0,0,71,26,80,36,1,1,0,0,4,1,0,0,30,10,30,15,0,0,133,49,139,59,1,0,2944,1539
CLAYTON,mo7,morrow 7,568,222,777,402,2,2,103,53,145,79,1,0,81,30,80,35,1,0,37,11,34,15,1,0,1,0,3,0,0,0,23,6,26,8,0,0,90,18,121,37,4,0,2098,918
CLAYTON,mo8,morrow 8,912,474,1335,913,2,1,100,53,112,48,0,0,16,9,24,9,0,0,60,18,76,37,0,0,2,2,2,0,0,0,23,8,28,14,0,0,133,44,147,78,4,2,2976,1710
CLAYTON,mo9,morrow 9,457,205,576,344,1,1,91,45,105,51,0,0,6,1,11,4,0,0,32,12,32,11,1,0,1,0,1,0,0,0,6,3,14,8,0,0,74,19,71,27,3,2,1482,733
CLAYTON,oak1,oak 1,1011,396,1256,668,4,0,17,5,33,14,0,0,3,0,6,0,0,0,7,1,15,7,0,0,1,0,3,0,0,0,24,4,23,11,0,0,131,36,134,56,5,0,2673,1198
CLAYTON,oak2,oak 2,689,255,822,409,3,0,35,13,32,15,0,0,52,9,47,6,0,0,19,3,20,11,0,0,4,1,1,0,0,0,14,5,24,11,0,0,123,22,96,33,3,2,1984,795
CLAYTON,oak3,oak 3,1644,563,2099,950,3,1,60,22,59,17,0,0,37,9,28,2,0,0,34,11,37,10,1,1,3,0,4,1,0,0,35,11,44,16,0,0,238,45,241,84,4,1,4571,1744
CLAYTON,oak4,oak 4,1434,554,1953,1005,5,1,47,23,66,21,0,0,20,3,23,3,0,0,24,8,41,10,0,0,1,0,3,1,0,0,41,10,42,19,1,0,176,33,211,96,9,1,4097,1788
CLAYTON,ph1,panhandle 1,897,549,1221,896,0,0,135,78,162,91,0,0,13,4,17,7,0,0,35,12,27,18,0,0,4,0,1,1,0,0,20,9,36,21,0,0,157,72,167,102,5,2,2897,1862
CLAYTON,ph2,panhandle 2,794,448,1005,722,2,1,313,202,344,232,1,1,13,2,15,7,0,0,40,18,37,20,0,0,1,1,1,0,0,0,27,10,26,16,0,0,145,59,184,109,3,2,2951,1850
CLAYTON,rd01,riverdale 1,837,453,1015,708,1,1,65,44,73,50,0,0,15,3,15,4,0,0,27,15,14,7,0,0,0,0,0,0,0,0,15,5,23,11,0,0,97,33,88,43,3,2,2288,1379
CLAYTON,rd02,riverdale 2,1089,485,1633,954,3,1,57,15,75,30,1,0,21,5,20,6,0,0,45,9,59,19,0,0,1,0,2,1,0,0,25,9,38,15,0,0,157,33,185,74,10,4,3421,1660
CLAYTON,rd03,riverdale 3,1291,526,1686,971,1,0,79,38,76,40,1,1,27,8,33,8,0,0,27,11,36,21,1,0,2,1,2,0,0,0,28,14,34,9,1,0,170,44,169,60,5,1,3669,1753
CLAYTON,rd04,riverdale 4,1421,549,1861,908,5,2,146,63,188,78,0,0,52,16,50,22,1,0,69,19,93,38,1,1,1,0,3,2,0,0,31,6,40,16,1,1,210,43,243,81,3,1,4419,1846
CLAYTON,rd05,riverdale 5,1019,452,1401,815,1,1,68,33,90,48,0,0,16,4,19,5,1,0,33,8,41,19,1,1,4,2,1,0,0,0,21,6,31,13,0,0,134,35,133,66,5,0,3019,1508
CLAYTON,rd06,riverdale 6,1107,349,1485,615,0,0,193,86,219,99,1,1,39,9,23,5,0,0,101,35,95,37,0,0,0,0,4,2,0,0,27,7,41,15,0,0,207,35,173,53,7,1,3722,1349
CLAYTON,rd07,riverdale 7,887,269,1255,529,0,0,107,50,120,49,0,0,53,20,52,14,3,2,87,19,92,31,0,0,2,1,4,2,0,0,17,6,24,9,0,0,141,28,160,47,11,0,3015,1076
CLAYTON,rd08,riverdale 8,972,542,1155,801,4,1,102,63,126,78,0,0,17,5,20,8,0,0,29,17,35,16,0,0,3,0,2,0,0,0,26,13,27,15,0,0,122,40,106,60,4,1,2750,1660
CLAYTON,rd09,riverdale 9,830,364,1201,683,4,3,92,48,100,47,0,0,74,20,62,17,0,0,24,8,34,12,0,0,2,1,4,1,0,0,15,5,22,9,1,0,126,34,155,68,6,0,2752,1320
CLAYTON,rd10,riverdale 10,1168,373,1510,633,2,0,30,12,34,15,0,0,4,0,4,2,0,0,18,4,13,2,0,0,3,1,6,1,0,0,20,6,37,14,0,0,172,34,153,43,7,0,3181,1140
CLAYTON,rd11,riverdale 11,709,366,823,534,1,0,35,16,35,23,0,0,4,1,5,0,0,0,8,4,10,5,0,0,0,0,1,0,0,0,12,5,10,3,0,0,62,21,97,52,3,1,1815,1031
CLAYTON,rd12,riverdale 12,1048,500,1341,862,3,2,77,38,74,38,1,0,23,7,30,9,0,0,23,6,33,10,1,0,2,1,0,0,0,0,18,6,41,22,1,0,125,41,135,64,6,3,2982,1609
WARE,100,100,1256,491,2035,977,1,0,381,145,500,177,1,1,2,0,5,0,0,0,15,1,11,0,0,0,2,1,1,1,0,0,11,5,19,7,0,0,187,21,156,33,1,0,4584,1860
WARE,200a,200a,238,85,405,186,1,0,793,490,883,537,0,0,6,4,14,5,0,0,13,5,13,1,0,0,0,0,1,0,0,0,6,5,15,2,0,0,103,21,101,20,1,1,2593,1362
WARE,200b,200b,152,73,277,128,1,0,175,68,227,79,0,0,2,2,3,1,0,0,9,2,4,0,0,0,0,0,0,0,0,0,4,1,5,1,0,0,48,6,31,5,0,0,938,366
WARE,300,300,198,89,294,172,1,0,1256,819,1580,977,1,0,16,11,16,9,0,0,11,5,22,12,0,0,4,1,1,1,0,0,5,2,10,3,0,0,145,35,100,28,2,1,3662,2165
WARE,304,304,40,11,69,31,0,0,399,220,465,265,0,0,1,0,1,1,0,0,8,5,14,9,0,0,2,1,1,0,0,0,3,0,3,3,0,0,55,15,44,12,1,0,1106,573
WARE,400,400,87,45,99,59,0,0,1305,874,1460,963,5,1,14,7,14,4,0,0,7,7,10,5,0,0,1,0,1,1,1,0,6,1,11,4,0,0,119,32,90,24,1,1,3231,2028
WARE,404,404,4,2,3,2,0,0,151,118,156,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,1,0,0,326,243
WARE,405,405,4,2,4,2,0,0,229,160,263,175,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18,6,14,1,0,0,537,348
WARE,406,406,21,7,27,15,0,0,612,406,770,487,2,1,1,0,3,1,0,0,7,2,6,1,0,0,5,1,1,1,0,0,1,0,1,1,0,0,57,8,43,8,0,0,1557,939
WARE,407,407,1,1,2,1,0,0,210,137,231,151,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,5,13,1,0,0,481,297
WARE,408,408,0,0,1,1,0,0,219,150,200,139,0,0,0,0,1,1,0,0,5,1,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,4,13,5,0,0,467,304
WARE,409,409,10,5,10,6,0,0,365,256,445,283,1,1,1,1,0,0,0,0,2,0,2,1,0,0,1,0,1,0,0,0,3,1,4,1,0,0,33,7,29,7,1,1,908,570
WARE,88888,88888,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
LONG,1,beards creek,146,68,214,113,0,0,335,178,364,174,2,1,2,0,3,2,0,0,70,13,84,24,0,0,1,1,3,2,0,0,3,2,6,2,0,0,93,27,102,24,2,0,1430,631
LONG,2,rye patch/oak dale,233,96,277,131,0,0,649,344,757,339,0,0,8,5,20,11,0,0,52,16,54,19,0,0,4,1,4,1,0,0,16,8,20,3,0,0,209,54,183,61,0,0,2486,1089
LONG,3,south ludowici,197,76,242,115,0,0,213,112,284,117,0,0,2,1,9,1,0,0,13,4,22,6,0,0,0,0,3,3,0,0,10,3,10,3,0,0,87,11,76,18,0,0,1168,470
LONG,4,north ludowici,227,87,281,145,0,0,421,206,478,221,0,0,12,6,24,12,0,0,43,10,55,8,0,0,2,0,2,0,0,0,16,8,22,7,0,0,126,29,151,41,1,0,1861,780
LONG,5,tibet,44,18,64,24,0,0,299,180,321,192,0,0,2,1,3,3,0,0,4,1,1,1,0,0,2,2,1,0,0,0,1,0,2,1,0,0,45,16,43,8,0,0,832,447
LONG,6,alma flournoy,21,9,24,15,0,0,108,65,98,58,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,10,7,0,0,272,158
LONG,7,faith baptist annex,55,24,88,43,1,0,238,129,299,147,1,0,2,0,2,0,0,0,5,2,8,1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,37,11,46,20,1,1,787,381
LONG,88888,88888,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
LONG,99999,99999,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0
DADE,1038,south dade,3,0,2,1,0,0,454,219,382,213,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,1,4,1,1,1,62,19,47,15,0,0,965,470
DADE,1214,new salem,0,0,0,0,0,0,534,319,512,323,0,0,2,0,2,1,0,0,0,0,3,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,66,28,75,41,1,0,1199,715
DADE,1222,davis,2,1,1,0,0,0,796,422,902,448,2,2,2,1,3,2,0,0,3,1,3,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,117,33,96,37,0,0,1932,948
DADE,1885,new home,0,0,1,0,0,0,278,163,327,176,0,0,1,0,1,1,0,0,0,0,1,0,0,0,4,3,0,0,0,0,1,1,2,0,0,0,29,10,35,17,0,0,680,371
DADE,1889,west brow,3,1,4,1,0,0,569,289,559,292,1,0,5,1,5,2,0,0,7,3,6,1,0,0,1,0,0,0,0,0,4,1,2,0,0,0,98,35,97,41,0,0,1361,667
DADE,88888,88888,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DADE,960,trenton,10,2,2,1,0,0,1631,556,1342,704,3,0,3,0,7,2,0,0,14,0,13,7,0,0,6,1,3,1,0,0,3,1,3,2,0,0,216,54,156,52,0,0,3412,1383
DADE,974,north dade,14,4,18,5,0,0,744,406,839,423,1,1,7,0,4,0,0,0,5,1,8,2,1,0,0,0,2,0,0,0,3,1,5,3,0,0,153,34,127,43,0,0,1931,923
DADE,99999,99999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
MADISON,cob,colbert,167,90,214,155,1,0,1061,712,1167,787,1,1,1,1,6,5,0,0,24,11,18,9,0,0,3,0,0,0,0,0,4,2,4,1,0,0,160,53,114,48,4,2,2949,1877
MADISON,col,collins,2,1,2,1,0,0,242,167,286,190,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,10,26,8,0,0,591,380
MADISON,com,comer,86,38,109,69,0,0,402,280,514,340,2,1,10,3,11,6,0,0,2,2,8,4,0,0,0,0,1,0,0,0,2,2,2,1,0,0,68,27,79,35,1,1,1297,809
MADISON,dan,danielsville,25,12,27,17,0,0,1139,767,1266,806,1,0,4,2,9,3,0,0,9,5,14,6,0,0,0,0,0,0,0,0,7,3,7,5,0,0,113,35,135,60,1,0,2757,1721
MADISON,for,fork,33,21,43,31,0,0,193,122,189,106,0,0,1,0,4,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,1,4,3,0,0,28,8,23,13,0,0,522,309
MADISON,har,harrison,4,0,1,0,0,0,243,180,236,172,2,0,1,1,4,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,14,5,1,0,538,373
MADISON,hul,hull,284,125,365,235,0,0,1248,816,1487,939,2,1,10,3,5,2,0,0,38,14,66,29,0,0,1,1,2,0,0,0,13,6,17,10,0,0,241,76,214,76,3,0,3996,2333
MADISON,ila,ila,16,8,7,3,0,0,646,412,708,438,0,0,2,1,5,1,0,0,4,2,7,4,0,0,0,0,2,1,0,0,6,2,1,1,0,0,65,19,67,16,0,0,1536,908
MADISON,mil,mill,8,4,5,2,0,0,615,421,724,480,1,1,1,1,2,1,0,0,2,2,2,1,0,0,1,1,1,0,0,0,4,2,6,4,0,0,77,27,68,26,1,1,1518,974
MADISON,pao,paoli,3,1,4,2,0,0,109,84,111,84,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,4,4,1,0,0,243,179
MADISON,pit,pittman,34,12,39,22,0,0,754,539,801,569,2,2,7,3,10,5,0,0,8,4,8,3,0,0,0,0,1,0,0,0,4,1,4,2,0,0,88,30,80,34,0,0,1840,1226
MADISON,poc,poca,18,12,26,19,0,0,435,284,454,284,1,0,8,4,8,1,0,0,1,1,4,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,58,14,39,9,0,0,1055,631
WILCOX,1a,rochelle north #1,192,72,256,154,0,0,39,22,47,35,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,5,2,4,1,0,0,552,288
WILCOX,2a,abbeville north #2,71,32,114,69,0,0,109,68,110,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,8,2,7,2,0,0,422,242
WILCOX,2b,pineview #2,94,50,147,92,0,0,174,124,171,119,0,0,2,0,2,0,0,0,2,0,5,3,0,0,0,0,1,0,0,0,2,1,2,1,0,0,11,4,7,1,0,0,620,395
WILCOX,3a,pitts #3,44,15,50,31,0,0,326,230,367,251,0,0,2,0,1,0,0,0,7,2,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,5,8,5,0,0,820,542
WILCOX,4a,rochelle south #4,43,22,57,29,0,0,406,288,449,316,1,1,1,1,2,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,9,2,0,0,988,667
WILCOX,5a,abbeville south #5,95,45,130,71,0,0,393,263,452,301,0,0,1,0,1,1,0,0,4,0,7,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,10,3,8,3,1,0,1107,688
WILCOX,88888,88888,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WILCOX,99999,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CHATTAHOOCHEE,1,activity center,438,133,544,211,1,0,1018,298,1126,333,0,0,33,4,39,2,0,0,99,6,108,10,0,0,0,0,5,1,0,0,34,4,33,6,0,0,306,32,223,25,1,1,4008,1066
CHATTAHOOCHEE,88888,88888,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
CHATTAHOOCHEE,99999,99999,6,0,3,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,36,0
BERRIEN,11062,west berrien,7,2,6,1,0,0,430,305,459,330,1,0,1,0,1,0,0,0,8,2,5,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,17,9,8,3,0,0,946,654
BERRIEN,1144,ray city,74,27,86,45,0,0,781,427,853,427,4,2,7,2,7,2,0,0,16,3,16,8,0,0,6,3,1,0,0,0,8,4,8,4,0,0,66,18,64,20,0,0,1997,992
BERRIEN,1157,nashville,253,97,358,190,0,0,2381,1419,2648,1530,2,2,8,2,6,2,0,0,28,6,38,15,0,0,2,1,4,0,0,0,13,3,10,3,0,0,129,29,112,50,1,1,5993,3350
BERRIEN,1642,enigma,38,17,36,18,0,0,406,242,463,271,1,0,3,1,2,0,0,0,10,0,19,7,0,0,2,1,1,1,0,0,3,1,6,2,0,0,21,8,18,6,1,1,1030,576
BERRIEN,518,alapaha,100,42,155,99,0,0,389,266,397,271,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,20,8,14,8,0,0,1081,696
BERRIEN,88888,88888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WORTH,1,sylvester,753,293,1053,564,1,0,389,233,469,280,0,0,2,0,0,0,0,0,4,2,2,0,0,0,0,0,1,0,0,0,3,1,6,1,0,0,82,14,64,20,3,2,2832,1410
WORTH,10,scooterville,5,2,17,10,0,0,249,169,249,167,0,0,1,0,3,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,9,4,5,3,0,0,549,358
WORTH,11,minton,12,3,15,11,0,0,230,167,207,152,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,15,8,0,0,495,345
WORTH,12,bridgeboro,63,31,60,47,0,0,464,295,491,303,1,0,0,0,2,2,0,0,4,1,3,0,0,0,0,0,0,0,0,0,5,2,7,4,0,0,46,14,42,9,0,0,1188,708
WORTH,14,county line,34,14,33,18,0,0,321,183,343,168,1,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,37,1,35,7,0,0,815,394
WORTH,15,isabella,67,27,76,39,0,0,540,372,573,404,1,0,2,1,1,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,5,5,3,2,0,0,24,9,20,7,0,0,1318,867
WORTH,16,piney woods,43,20,50,34,0,0,74,46,102,52,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,12,1,10,7,0,0,296,163
WORTH,2,sylvester east,90,33,183,87,0,0,448,302,563,362,1,1,3,2,6,2,0,0,3,3,2,2,0,0,1,1,1,1,0,0,5,3,5,1,0,0,23,3,21,4,1,1,1356,808
WORTH,3,poulan,72,24,71,45,0,0,302,179,351,232,1,0,0,0,0,0,0,0,4,2,4,1,0,0,1,1,0,0,0,0,3,1,2,2,0,0,23,9,14,4,0,0,848,500
WORTH,4,sumner,58,24,77,45,0,0,311,214,323,212,0,0,1,0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,2,1,1,0,0,0,26,5,4,1,0,0,809,505
WORTH,5,shingler,18,8,22,19,0,0,213,168,245,179,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,7,7,2,0,0,528,387
WORTH,6,red rock,76,41,118,64,0,0,422,248,429,245,0,0,0,0,2,1,0,0,2,0,5,2,0,0,1,0,1,1,0,0,3,3,1,0,0,0,48,3,35,7,0,0,1143,615
WORTH,7,doles,16,6,17,9,0,0,173,109,180,117,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7,10,4,0,0,417,258
WORTH,8,oakfield,29,20,34,24,0,0,78,49,64,40,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,3,1,0,0,220,136
WORTH,88888,88888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WORTH,9,warwick,95,43,117,61,0,0,226,149,242,151,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,10,3,6,2,0,0,700,411
HARRIS,106,nan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HARRIS,88888,88888,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
HARRIS,ca,cataula,158,110,127,97,1,0,1065,729,1115,770,0,0,10,5,8,3,0,0,25,18,33,14,0,0,2,2,1,1,0,0,8,3,11,6,0,0,99,45,96,53,0,0,2759,1856
HARRIS,el,ellerslie,282,186,294,207,0,0,1483,1014,1585,1048,1,1,11,6,23,13,0,0,41,16,52,23,1,0,1,0,3,3,0,0,19,10,19,8,0,0,134,57,123,66,1,1,4073,2659
HARRIS,gm,goodman,152,69,247,152,1,0,484,339,546,378,1,0,1,1,2,1,0,0,4,2,5,1,0,0,1,1,0,0,0,0,3,2,7,2,0,0,48,20,69,41,0,0,1571,1009
HARRIS,ha,hamilton,257,154,332,244,1,1,853,553,902,584,1,1,4,2,7,2,0,0,17,7,24,12,0,0,1,1,1,0,0,0,10,6,10,7,0,0,95,40,80,41,0,0,2595,1655
HARRIS,l9,lower 19th,99,68,114,86,0,0,1020,699,1036,700,2,0,7,3,13,5,0,0,14,7,16,7,0,0,0,0,3,0,0,0,8,3,9,5,0,0,78,39,65,36,1,1,2485,1659
HARRIS,mg,mulberry grove,95,59,85,63,1,0,1150,806,1254,816,1,1,9,3,17,9,1,1,28,13,26,15,0,0,0,0,1,0,0,0,14,5,12,5,0,0,87,41,73,38,1,1,2855,1876
HARRIS,pv,pine mountain valley,22,13,31,22,0,0,462,302,492,311,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,22,41,16,0,0,1095,688
